hospital_pk,hospital_name,collection_week,state,fips_code,geocoded_hospital_address,no_dose_personnel,one_dose_personnel,two_dose_personnel,data_reported,correct_coding,total_personnel,percentage_unvacc,std_error,personnel_iqr,personnel_lbd,personnel_ubd,possible_incorrect_count,recip_county,recip_state,one_dose_pop,two_dose_pop,county_pop_size,percentage_unvacc_county,std_error_away_from_count_pop
050091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2022-01-14,CA,06037,"{'type': 'Point', 'coordinates': [-118.22419, 33.989182]}",63,17,314,1,0,377,0.16710875331564987,0.0192142339121308,27,336.5,444.5,0,Los Angeles County,CA,89.5,77.8,10039107,0.10499999999999998,3.2324345378369665
150101,PARKVIEW WHITLEY HOSPITAL,2022-01-14,IN,18183,"{'type': 'Point', 'coordinates': [-85.466858, 41.16013]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Whitley County,IN,61,56.6,33964,0.39,NA
380051,SALEM HOSPITAL,2022-01-14,OR,41047,"{'type': 'Point', 'coordinates': [-123.033167, 44.932885]}",NA,NA,NA,NA,NA,NA,NA,NA,1806.5,1602.75,8828.75,NA,Marion County,OR,79,72.1,347818,0.20999999999999996,NA
050072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,2022-01-14,CA,06013,"{'type': 'Point', 'coordinates': [-122.057943, 37.891512]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Contra Costa County,CA,95,87.9,1153526,0.050000000000000044,NA
010086,NORTHWEST MEDICAL CENTER,2022-01-14,AL,01093,"{'type': 'Point', 'coordinates': [-87.8244, 33.929257]}",NA,NA,NA,NA,NA,NA,NA,NA,260,-390,650,NA,Marion County,AL,50.3,43,29709,0.497,NA
390104,UPMC KANE,2022-01-14,PA,42083,"{'type': 'Point', 'coordinates': [-78.731025, 41.673401]}",50,137,137,1,1,187,0.26737967914438504,0.03236554138459315,0,187,187,0,McKean County,PA,66.9,55.1,40625,0.33099999999999996,-1.965680725053463
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",2022-01-14,NY,36013,"{'type': 'Point', 'coordinates': [-79.333606, 42.480064]}",5,538,533,1,1,543,0.009208103130755065,0.004098985628344939,39,460.5,616.5,0,Chautauqua County,NY,73.5,65.5,126903,0.265,-62.40370668792194
452102,COVENANT SPECIALTY HOSPITAL,2022-01-14,TX,48303,"{'type': 'Point', 'coordinates': [-101.896886, 33.576892]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Lubbock County,TX,65,56.7,310569,0.35,NA
450834,"PHYSICIANS CENTRE,THE",2022-01-14,TX,48041,"{'type': 'Point', 'coordinates': [-96.296514, 30.649586]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brazos County,TX,66.3,57.6,229211,0.3370000000000001,NA
390116,SUBURBAN COMMUNITY HOSPITAL,2022-01-14,PA,42091,"{'type': 'Point', 'coordinates': [-75.31519, 40.139061]}",164,33,544,1,0,708,0.23163841807909605,0.015855191335985834,110.75,610.125,1053.125,0,Montgomery County,PA,95,81.1,830915,0.050000000000000044,11.45608490178477
460044,ALTA VIEW HOSPITAL,2022-01-14,UT,49035,"{'type': 'Point', 'coordinates': [-111.853191, 40.57736]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salt Lake County,UT,87.7,78,1160437,0.123,NA
441303,THREE RIVERS HOSPITAL,2022-01-14,TN,47085,"{'type': 'Point', 'coordinates': [-87.79234, 36.074694]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Humphreys County,TN,55.4,49.2,18582,0.44600000000000006,NA
670069,METHODIST MCKINNEY HOSPITAL,2022-01-14,TX,48085,"{'type': 'Point', 'coordinates': [-96.723276, 33.175596]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collin County,TX,86.3,76.2,1034730,0.137,NA
051325,ADVENTIST HEALTH MENDOCINO COAST,2022-01-14,CA,06045,"{'type': 'Point', 'coordinates': [-123.80081, 39.431836]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mendocino County,CA,86.4,75.5,86749,0.1359999999999999,NA
351318,CARRINGTON HEALTH CENTER,2022-01-14,ND,38031,NA,7,0,94,1,0,101,0.06930693069306931,0.025271492186580317,3,99.5,111.5,0,Foster County,ND,70.1,63.7,3210,0.29900000000000004,-9.089018868023254
330160,STATEN ISLAND UNIVERSITY HOSPITAL,2022-01-14,NY,36085,"{'type': 'Point', 'coordinates': [-74.086954, 40.584051]}",0,5589,5589,1,1,5589,0,0,339,5400.25,6756.25,0,Richmond County,NY,91.8,81.7,476143,0.08200000000000007,-Inf
350070,ESSENTIA HEALTH FARGO,2022-01-14,ND,38017,"{'type': 'Point', 'coordinates': [-96.828106, 46.8325]}",NA,NA,NA,NA,NA,NA,NA,NA,24.5,2605.75,2703.75,NA,Cass County,ND,78.5,68.2,181923,0.21499999999999997,NA
041323,ASHLEY COUNTY MEDICAL CENTER,2022-01-14,AR,05003,"{'type': 'Point', 'coordinates': [-91.939011, 33.137339]}",55,13,280,1,0,335,0.16417910447761194,0.020239191044135605,38,249,401,0,Ashley County,AR,67.1,57.7,19657,0.32900000000000007,-8.143650364432215
050755,SHERMAN OAKS HOSPITAL,2022-01-14,CA,06037,"{'type': 'Point', 'coordinates': [-118.448705, 34.160064]}",109,40,703,1,0,812,0.13423645320197045,0.011963461811467468,227.75,522.375,1433.375,0,Los Angeles County,CA,89.5,77.8,10039107,0.10499999999999998,2.4438121392209506
061314,"MEMORIAL HOSPITAL, THE",2022-01-14,CO,08081,"{'type': 'Point', 'coordinates': [-107.578654, 40.518506]}",NA,NA,NA,NA,NA,NA,NA,NA,0,378,378,NA,Moffat County,CO,58.6,52.7,13283,0.41400000000000003,NA
360040,KNOX COMMUNITY HOSPITAL,2022-01-14,OH,39083,"{'type': 'Point', 'coordinates': [-82.45093, 40.401227]}",NA,NA,NA,NA,NA,NA,NA,NA,4,1366,1382,NA,Knox County,OH,53.9,50.7,62322,0.46099999999999997,NA
450877,FOUNDATION SURGICAL HOSPITAL OF EL PASO,2022-01-14,TX,48141,"{'type': 'Point', 'coordinates': [-106.301577, 31.734915]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,El Paso County,TX,95,87.5,839238,0.050000000000000044,NA
420108,UNION MEDICAL CENTER,2022-01-14,SC,45087,"{'type': 'Point', 'coordinates': [-81.628939, 34.711421]}",66,128,114,1,1,194,0.3402061855670103,0.034015304080599454,14,167,223,0,Union County,SC,56.2,48.5,27316,0.43799999999999994,-2.8749945671885406
060132,UCHEALTH HIGHLANDS RANCH HOSPITAL,2022-01-14,CO,08001,"{'type': 'Point', 'coordinates': [-105.0045, 39.552664]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adams County,CO,83.8,77.6,517421,0.16200000000000003,NA
321309,MIMBRES MEMORIAL HOSPITAL,2022-01-14,NM,35029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luna County,NM,95,84.5,23709,0.050000000000000044,NA
511301,WEBSTER COUNTY MEMORIAL HOSPITAL,2022-01-14,WV,54101,"{'type': 'Point', 'coordinates': [-80.409624, 38.482093]}",0,0,0,0,0,0,NA,NA,33,123.5,255.5,1,Webster County,WV,60.3,54.9,8114,0.397,NA
460039,BEAR RIVER VALLEY HOSPITAL,2022-01-14,UT,49003,"{'type': 'Point', 'coordinates': [-112.181979, 41.723768]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Box Elder County,UT,70.8,62.7,56046,0.29200000000000004,NA
260160,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,2022-01-14,MO,29207,"{'type': 'Point', 'coordinates': [-89.969998, 36.807225]}",114,0,131,1,0,245,0.46530612244897956,0.031866836120463364,0,246,246,1,Stoddard County,MO,53.5,46.9,29025,0.46499999999999997,0.009606301919098214
340032,CAROMONT REGIONAL MEDICAL CENTER,2022-01-14,NC,37071,"{'type': 'Point', 'coordinates': [-81.143023, 35.274593]}",NA,NA,NA,NA,NA,NA,NA,NA,1526.5,2708.25,8814.25,NA,Gaston County,NC,78.3,57.8,224529,0.21700000000000008,NA
051308,SURPRISE VALLEY COMMUNITY HOSPITAL,2022-01-14,CA,06049,"{'type': 'Point', 'coordinates': [-120.1719, 41.531589]}",11,0,69,1,0,80,0.1375,0.0385022320781536,0,59,59,1,Modoc County,CA,0,0,8841,1,-22.401298663653005
452034,CORNERSTONE SPECIALTY HOSPITALS AUSTIN,2022-01-14,TX,48453,"{'type': 'Point', 'coordinates': [-97.74364, 30.312212]}",NA,NA,NA,NA,NA,NA,NA,NA,0,238,238,NA,Travis County,TX,88,76.2,1273954,0.12,NA
341328,ERLANGER MURPHY MEDICAL CENTER,2022-01-14,NC,37039,"{'type': 'Point', 'coordinates': [-83.96506, 35.072756]}",0,0,0,0,0,0,NA,NA,8,399,431,1,Cherokee County,NC,77.1,63.5,28612,0.2290000000000001,NA
451381,CHRISTUS MOTHER FRANCES HOSPITAL- WINNSBORO,2022-01-14,TX,48499,"{'type': 'Point', 'coordinates': [-95.30623, 32.947642]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wood County,TX,55.5,49.6,45539,0.44499999999999995,NA
180018,ST CLAIRE REGIONAL MEDICAL CENTER,2022-01-14,KY,21205,"{'type': 'Point', 'coordinates': [-83.442432, 38.180031]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Rowan County,KY,63,56.8,24460,0.37,NA
050320,HIGHLAND HOSPITAL,2022-01-14,CA,06001,"{'type': 'Point', 'coordinates': [-122.231125, 37.79922]}",250,4222,4927,1,0,5177,0.04829051574270813,0.002979504447286935,529.75,4397.875,6516.875,0,Alameda County,CA,95,86,1671329,0.050000000000000044,-0.57374784550113
450644,HCA HOUSTON HEALTHCARE WEST,2022-01-14,TX,48201,"{'type': 'Point', 'coordinates': [-95.594799, 29.730298]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harris County,TX,85.8,73.7,4713325,0.14200000000000002,NA
100200,BROWARD HEALTH IMPERIAL POINT,2022-01-14,FL,12011,"{'type': 'Point', 'coordinates': [-80.108043, 26.206937]}",NA,NA,NA,NA,NA,NA,NA,NA,28,890,1002,NA,Broward County,FL,94.8,79.3,1952778,0.052000000000000046,NA
010174,THOMASVILLE REGIONAL MEDICAL CENTER,2022-01-14,AL,01025,NA,22,8,96,1,0,118,0.1864406779661017,0.03585287161579476,25,53.5,153.5,0,Clarke County,AL,73.2,59.3,23622,0.268,-2.2748337401785097
410012,THE MIRIAM HOSPITAL,2022-01-14,RI,44007,"{'type': 'Point', 'coordinates': [-71.397541, 41.851687]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Providence County,RI,86.3,76.8,638931,0.137,NA
171304,ASHLAND HEALTH CENTER,2022-01-14,KS,20025,NA,42,0,48,1,0,90,0.4666666666666667,0.05258737584977436,16.25,70.375,135.375,0,Clark County,KS,60.8,55.9,1994,0.392,1.4198591479439078
230217,OAKLAWN HOSPITAL,2022-01-14,MI,26025,"{'type': 'Point', 'coordinates': [-84.957799, 42.273777]}",285,0,846,1,0,1131,0.2519893899204244,0.012909627292219217,57.25,1410.875,1639.875,1,Calhoun County,MI,63.8,60.7,134159,0.362,-8.521594589014994
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,2022-01-14,IN,18003,"{'type': 'Point', 'coordinates': [-85.103311, 41.188957]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Allen County,IN,68,62.1,379299,0.31999999999999995,NA
030122,BANNER GATEWAY MEDICAL CENTER,2022-01-14,AZ,04013,"{'type': 'Point', 'coordinates': [-111.719634, 33.384225]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maricopa County,AZ,74.7,64.6,4485414,0.253,NA
210022,SUBURBAN HOSPITAL,2022-01-14,MD,24031,"{'type': 'Point', 'coordinates': [-77.109232, 38.997332]}",NA,NA,NA,NA,NA,NA,NA,NA,307.5,5834.75,7064.75,NA,Montgomery County,MD,95,95,1050688,0.050000000000000044,NA
030093,BANNER DEL E. WEBB MEDICAL CENTER,2022-01-14,AZ,04013,"{'type': 'Point', 'coordinates': [-112.371761, 33.658409]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maricopa County,AZ,74.7,64.6,4485414,0.253,NA
521321,RIPON MEDICAL CENTER,2022-01-14,WI,55039,"{'type': 'Point', 'coordinates': [-88.817866, 43.835446]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Fond du Lac County,WI,68.5,63,103403,0.31499999999999995,NA
410011,LANDMARK MEDICAL CENTER,2022-01-14,RI,44007,"{'type': 'Point', 'coordinates': [-71.495277, 42.005438]}",33,6,1003,1,0,1036,0.03185328185328185,0.005455917609162578,123,950.5,1442.5,0,Providence County,RI,86.3,76.8,638931,0.137,-19.272050217572293
331302,ELIZABETHTOWN COMMUNITY HOSPITAL,2022-01-14,NY,36031,"{'type': 'Point', 'coordinates': [-73.596607, 44.215408]}",0,334,334,1,1,334,0,0,16.25,312.375,377.375,0,Essex County,NY,81.1,75.8,36885,0.18900000000000006,-Inf
102012,CURAHEALTH JACKSONVILLE LLC,2022-01-14,FL,12031,"{'type': 'Point', 'coordinates': [-81.616762, 30.271029]}",28,34,33,1,1,62,0.45161290322580644,0.06320201722813824,0,62,62,0,Duval County,FL,80.4,70.4,957755,0.19599999999999995,4.044378873274392
222046,VIBRA HOSPITAL OF WESTERN MASS - CENTRAL CAMPUS,2022-01-14,MA,25027,"{'type': 'Point', 'coordinates': [-71.899974, 42.201333]}",NA,NA,NA,NA,NA,NA,NA,NA,0,176,176,NA,Worcester County,MA,91.2,74.9,830622,0.08799999999999997,NA
310017,CHILTON MEDICAL CENTER,2022-01-14,NJ,34027,"{'type': 'Point', 'coordinates': [-74.310184, 40.959096]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morris County,NJ,95,85.5,491845,0.050000000000000044,NA
250042,DELTA HEALTH-NORTHWEST REGIONAL,2022-01-14,MS,28027,"{'type': 'Point', 'coordinates': [-90.552175, 34.197138]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Coahoma County,MS,70.2,61.1,22124,0.29799999999999993,NA
352005,VIBRA HOSPITAL OF CENTRAL DAKOTAS LLC,2022-01-14,ND,38059,"{'type': 'Point', 'coordinates': [-100.906981, 46.841233]}",36,30,30,1,1,66,0.5454545454545454,0.061290896587567464,0,66,66,0,Morton County,ND,62.9,54.1,31364,0.371,2.8463369793473148
072004,HOSPITAL FOR SPECIAL CARE,2022-01-14,CT,09003,"{'type': 'Point', 'coordinates': [-72.799163, 41.689439]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hartford County,CT,95,82.4,891720,0.050000000000000044,NA
521312,MEMORIAL HOSPITAL OF LAFAYETTE COUNTY,2022-01-14,WI,55065,"{'type': 'Point', 'coordinates': [-90.110419, 42.68397]}",0,7,92,1,0,92,0,0,0,152,152,1,Lafayette County,WI,75.1,69.9,16665,0.2490000000000001,-Inf
450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,2022-01-14,TX,48113,"{'type': 'Point', 'coordinates': [-96.794757, 32.80453]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dallas County,TX,81.6,70,2635516,0.18400000000000005,NA
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,2022-01-14,WA,53011,"{'type': 'Point', 'coordinates': [-122.581367, 45.624881]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clark County,WA,80.7,72.8,488241,0.19299999999999995,NA
260177,LIBERTY HOSPITAL,2022-01-14,MO,29047,"{'type': 'Point', 'coordinates': [-94.424547, 39.276633]}",86,0,0,1,1,86,1,0,2042.5,-2974.75,5195.25,0,Clay County,MO,68.8,59.8,249948,0.31200000000000006,Inf
390316,SURGICAL INSTITUTE OF READING,2022-01-14,PA,42011,"{'type': 'Point', 'coordinates': [-75.987577, 40.357951]}",55,0,146,1,0,201,0.2736318407960199,0.03144587520100564,6,184,208,0,Berks County,PA,78.5,67.1,421164,0.21499999999999997,1.8645320068606281
340024,SAMPSON REGIONAL MEDICAL CENTER,2022-01-14,NC,37163,"{'type': 'Point', 'coordinates': [-78.323635, 35.007783]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampson County,NC,79.2,60.7,63531,0.20799999999999996,NA
241333,MAYO CLINIC HEALTH SYSTEM - ST JAMES,2022-01-14,MN,27165,"{'type': 'Point', 'coordinates': [-94.621515, 43.96949]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Watonwan County,MN,69.5,67.2,10897,0.30500000000000005,NA
010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,2022-01-14,AL,01047,"{'type': 'Point', 'coordinates': [-87.055271, 32.430311]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dallas County,AL,69.3,53.1,37196,0.30700000000000005,NA
372005,OKC-AMG SPECIALTY HOSPITAL,2022-01-14,OK,40109,"{'type': 'Point', 'coordinates': [-97.600512, 35.609023]}",25,0,72,1,0,97,0.25773195876288657,0.044409783007282766,12,67,115,0,Oklahoma County,OK,94.8,74.4,797434,0.052000000000000046,4.632581940991437
390268,MOUNT NITTANY MEDICAL CENTER,2022-01-14,PA,42027,"{'type': 'Point', 'coordinates': [-77.847984, 40.820633]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centre County,PA,72.6,62,162385,0.274,NA
443302,ST JUDE CHILDRENS RESEARCH HOSPITAL,2022-01-14,TN,47157,"{'type': 'Point', 'coordinates': [-90.04253, 35.15456]}",NA,NA,NA,NA,NA,NA,NA,NA,192.25,4836.625,5605.625,NA,Shelby County,TN,76.9,63.9,937166,0.23099999999999998,NA
360085,OHIO STATE UNIVERSITY HOSPITALS,2022-01-14,OH,39049,"{'type': 'Point', 'coordinates': [-83.017686, 39.994884]}",4562,434,12783,1,0,17345,0.26301527817814935,0.003342970765407553,2038,22245.5,30397.5,1,Franklin County,OH,76.5,72.1,1316756,0.235,8.38035392592909
390115,JEFFERSON HEALTH-NORTHEAST,2022-01-14,PA,42101,"{'type': 'Point', 'coordinates': [-74.981386, 40.071222]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Philadelphia County,PA,95,75.2,1584064,0.050000000000000044,NA
142011,PRESENCE HOLY FAMILY MEDICAL CENTER,2022-01-14,IL,17031,"{'type': 'Point', 'coordinates': [-87.888192, 42.05467]}",0,0,0,0,0,0,NA,NA,625,-937.5,1562.5,0,Cook County,IL,87.8,77.4,5150233,0.122,NA
210043,UMD BALTIMORE WASHINGTON  MEDICAL CENTER,2022-01-14,MD,24003,"{'type': 'Point', 'coordinates': [-76.622298, 39.1388]}",NA,0,40,NA,0,NA,NA,NA,3248,-4872,8120,NA,Anne Arundel County,MD,94.4,84.5,579234,0.05599999999999994,NA
431327,ST MICHAEL'S HOSPITAL - CAH,2022-01-14,SD,46009,"{'type': 'Point', 'coordinates': [-97.867896, 42.991253]}",22,0,70,1,0,92,0.2391304347826087,0.04447117654011236,3,84.5,96.5,0,Bon Homme County,SD,76.8,66,6901,0.23199999999999998,0.16033834356006232
370008,NORMAN REGIONAL,2022-01-14,OK,40027,"{'type': 'Point', 'coordinates': [-97.441117, 35.230256]}",NA,NA,NA,NA,NA,NA,NA,NA,0,3500,3500,NA,Cleveland County,OK,74.9,59,284014,0.2509999999999999,NA
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,2022-01-14,TN,47179,"{'type': 'Point', 'coordinates': [-82.401047, 36.337945]}",205,10,220,1,0,425,0.4823529411764706,0.02423845177131376,13,385.5,437.5,0,Washington County,TN,74.5,66.4,129375,0.255,9.379845846653584
360132,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,2022-01-14,OH,39017,"{'type': 'Point', 'coordinates': [-84.573824, 39.415161]}",175,0,752,1,0,927,0.18878101402373246,0.01285311352387884,25,904,1004,0,Butler County,OH,68.8,64.2,383134,0.31200000000000006,-9.58670331101863
190167,MERCY REGIONAL MEDICAL CENTER,2022-01-14,LA,22039,"{'type': 'Point', 'coordinates': [-92.265889, 30.684899]}",4,0,278,1,0,282,0.014184397163120567,0.007041719658260323,0,282,282,0,Evangeline Parish,LA,51.7,46,33395,0.483,-66.57686269673246
160001,UNITYPOINT HEALTH - MARSHALLTOWN,2022-01-14,IA,19127,"{'type': 'Point', 'coordinates': [-92.905911, 42.048737]}",177,0,230,1,0,407,0.4348894348894349,0.024573042815176922,78.75,233.125,548.125,0,Marshall County,IA,82.2,76,39369,0.17799999999999994,10.454115789468842
360032,GRAND LAKE HEALTH SYSTEM,2022-01-14,OH,39011,"{'type': 'Point', 'coordinates': [-84.370053, 40.544248]}",NA,NA,NA,NA,NA,NA,NA,NA,8.75,782.875,817.875,NA,Auglaize County,OH,50.5,48.2,45656,0.495,NA
330059,MONTEFIORE MEDICAL CENTER,2022-01-14,NY,36005,"{'type': 'Point', 'coordinates': [-73.879975, 40.879777]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronx County,NY,95,82.1,1418207,0.050000000000000044,NA
010164,COOSA VALLEY MEDICAL CENTER,2022-01-14,AL,01121,"{'type': 'Point', 'coordinates': [-86.254598, 33.164666]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Talladega County,AL,51.8,42.6,79978,0.482,NA
150004,FRANCISCAN HEALTH HAMMOND,2022-01-14,IN,18089,"{'type': 'Point', 'coordinates': [-87.52201, 41.61449]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Lake County,IN,71.9,64.4,485493,0.2809999999999999,NA
440185,TENNOVA HEALTHCARE-CLEVELAND,2022-01-14,TN,47011,"{'type': 'Point', 'coordinates': [-84.868417, 35.177108]}",NA,NA,NA,NA,NA,NA,NA,NA,0,1086,1086,NA,Bradley County,TN,54.8,48.7,108110,0.45200000000000007,NA
360180,CLEVELAND CLINIC,2022-01-14,OH,39035,"{'type': 'Point', 'coordinates': [-81.621342, 41.503448]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Cuyahoga County,OH,77,71.6,1235072,0.22999999999999998,NA
100130,LAKESIDE MEDICAL CENTER,2022-01-14,FL,12099,"{'type': 'Point', 'coordinates': [-80.67127, 26.725678]}",48,11,372,1,0,420,0.11428571428571428,0.01552451899384589,63,334.5,586.5,0,Palm Beach County,FL,85.2,73.4,1496770,0.14800000000000002,-2.1716798908649277
360009,LIMA MEMORIAL HEALTH SYSTEM,2022-01-14,OH,39003,"{'type': 'Point', 'coordinates': [-84.087687, 40.735586]}",811,231,563,1,0,1374,0.5902474526928675,0.013267360363167533,0,1374,1374,0,Allen County,OH,55.2,51.5,102351,0.44799999999999995,10.721609182167905
050747,SOUTH COAST GLOBAL MEDICAL CENTER,2022-01-14,CA,06059,"{'type': 'Point', 'coordinates': [-117.885406, 33.711002]}",15,0,417,1,0,432,0.034722222222222224,0.008808217636443575,0,810,810,1,Orange County,CA,89.7,78.6,3175692,0.10299999999999998,-7.75159976693602
340188,CAPE FEAR VALLEY HOKE HOSPITAL,2022-01-14,NC,37093,"{'type': 'Point', 'coordinates': [-79.107176, 35.030977]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hoke County,NC,54.4,40.2,55234,0.45599999999999996,NA
440009,CUMBERLAND MEDICAL CENTER,2022-01-14,TN,47035,"{'type': 'Point', 'coordinates': [-85.023065, 35.942801]}",NA,NA,NA,NA,NA,NA,NA,NA,0,689,689,NA,Cumberland County,TN,59.2,53.1,60520,0.4079999999999999,NA
252004,THE SPECIALITY HOSPITAL OF MERIDIAN,2022-01-14,MS,28075,"{'type': 'Point', 'coordinates': [-88.697779, 32.370664]}",0,56,21,1,1,56,0,0,0,49,49,1,Lauderdale County,MS,68.5,59.7,74125,0.31499999999999995,-Inf
670131,BAYLOR SCOTT & WHITE MEDICAL CENTER – BUDA,2022-01-14,TX,48209,"{'type': 'Point', 'coordinates': [-97.822366, 30.078671]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hays County,TX,80.4,69,230191,0.19599999999999995,NA
342013,PAM SPECIALTY HOSPITAL OF ROCKY MOUNT,2022-01-14,NC,37127,"{'type': 'Point', 'coordinates': [-77.819908, 35.97481]}",37,0,137,1,0,174,0.21264367816091953,0.0310196771346051,17,147.5,215.5,0,Nash County,NC,86,66.6,94298,0.14,2.3418579711740226
251322,LAIRD HOSPITAL INC,2022-01-14,MS,28099,"{'type': 'Point', 'coordinates': [-89.102553, 32.559223]}",40,0,140,1,0,180,0.2222222222222222,0.030987408390150944,28,138,250,0,Neshoba County,MS,56.6,48.3,29118,0.43399999999999994,-6.834317188174062
191323,RICHLAND PARISH HOSPITAL-DELHI,2022-01-14,LA,22083,"{'type': 'Point', 'coordinates': [-91.494079, 32.452864]}",108,12,156,1,0,264,0.4090909090909091,0.030259955611315722,34,179,315,0,Richland Parish,LA,56.8,51.2,20122,0.43200000000000005,-0.7570761571284021
040119,WHITE RIVER MEDICAL CENTER,2022-01-14,AR,05063,"{'type': 'Point', 'coordinates': [-91.634368, 35.769566]}",314,53,1258,1,0,1572,0.19974554707379136,0.010083848960529303,48,1555,1747,0,Independence County,AR,55.3,47.8,37825,0.44700000000000006,-24.51984890829129
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,2022-01-14,FL,12069,"{'type': 'Point', 'coordinates': [-81.72258, 28.551306]}",644,670,796,1,0,1440,0.44722222222222224,0.013102547095805656,132,1110,1638,0,Lake County,FL,83.7,73.6,367118,0.16299999999999992,21.692135135557468
450709,HOUSTON METHODIST CLEAR LAKE HOSPITAL,2022-01-14,TX,48201,"{'type': 'Point', 'coordinates': [-95.085203, 29.549771]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harris County,TX,85.8,73.7,4713325,0.14200000000000002,NA
281307,SAUNDERS MEDICAL CENTER,2022-01-14,NE,31155,"{'type': 'Point', 'coordinates': [-96.634883, 41.191535]}",55,215,213,1,1,270,0.2037037037037037,0.024510655642068502,11.75,252.625,299.625,0,Saunders County,NE,0,59.9,21578,1,-32.48775993285079
050007,MILLS-PENINSULA MEDICAL CENTER,2022-01-14,CA,06081,"{'type': 'Point', 'coordinates': [-122.383588, 37.594184]}",0,0,0,0,0,0,NA,NA,0,0,0,0,San Mateo County,CA,95,88.1,766573,0.050000000000000044,NA
050390,HEMET GLOBAL MEDICAL CENTER,2022-01-14,CA,06065,"{'type': 'Point', 'coordinates': [-116.960055, 33.751223]}",250,0,120,1,0,370,0.6756756756756757,0.024336495615716117,66,772,1036,1,Riverside County,CA,76.6,66.5,2470546,0.2340000000000001,18.148696618031092
310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,2022-01-14,NJ,34017,"{'type': 'Point', 'coordinates': [-74.033559, 40.741213]}",47,NA,911,NA,NA,NA,NA,NA,0,1199,1199,NA,Hudson County,NJ,95,83,672391,0.050000000000000044,NA
110215,PIEDMONT FAYETTE HOSPITAL,2022-01-14,GA,13113,"{'type': 'Point', 'coordinates': [-84.506857, 33.45101]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fayette County,GA,0,46.1,114421,1,NA
440104,ERLANGER MEDICAL CENTER,2022-01-14,TN,47065,"{'type': 'Point', 'coordinates': [-85.290585, 35.047797]}",NA,NA,NA,NA,NA,NA,NA,NA,0,5758,5758,NA,Hamilton County,TN,72.3,63.9,367804,0.277,NA
